PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
76,2022-10-06,16:33:51.52,3,4,"Feffer, Jake",1000075477,Left,WM_TRI,"Ragone, Cole",1000055810,Right,WM_TRI,Undefined,2,Bottom,1,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.13875,0.104689,2.888437,1623.056063,96.444764,9:15,5.06337,-2.02591,4.59668,-42.64809,3.7878,-18.46292,1.60906,-0.81496,72.37979,-7.619099,-0.346662,0.490454,,,,,,,,,,,,9.98197,2.26512,1.74613,50,5.03494,-5.03663,-115.90032,-1.3945,13.36612,24.81077,-29.14101,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,52d41ab0-45b6-11ed-990a-975020632eee,76.85214,,,7.75896,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:33:51.52,2022-10-06T16:33:51.5278158-04:00,2022-10-06T20:33:51.5278158Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,296cf4d3-1e44-475f-82e6-4c68e3f77124,55.90247,-117.15704,12.40539,5.06819,0.08157,-14.5705,2.0184,-5.71366,6.68306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2022-10-06,16:34:18.19,3,5,"Feffer, Jake",1000075477,Left,WM_TRI,"Ragone, Cole",1000055810,Right,WM_TRI,Undefined,2,Bottom,1,2,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Error,0,0,,80.96093,-0.635957,3.026944,1600.161139,103.043543,9:30,5.07242,-2.09196,4.55847,-39.15227,6.11205,-19.59851,1.20359,-0.84153,73.63007,-7.714156,-0.404874,0.484227,45.30818,-31.102874,-54.18994,,,,,3.83716,2.72761,-13.145541,0.037684,10.52422,3.5937,1.7972,50,4.96986,-5.32907,-117.15969,-2.78838,14.50501,23.87312,-27.22105,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,62cbc800-45b6-11ed-990a-975020632eee,77.84039,1.29952,,7.33085,,,,2.4763,1.29952,0.87415,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:34:18.19,2022-10-06T16:34:18.1939534-04:00,2022-10-06T20:34:18.1939534Z,GroundBall,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,f9d2241a-179f-4bd0-b952-b602e8a5c249,55.94165,-118.3642,11.93656,5.0759,-1.41495,-13.61053,2.08454,-6.06091,7.2525,,2.47537,33.44387,,,,,,,,1.30048,-34.48456,,,,,,,,0.87543,-46.35391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
78,2022-10-06,16:35:08.45,4,1,"Feffer, Jake",1000075477,Left,WM_TRI,"Zimmerman, Aidan",1000187568,Left,WM_TRI,Undefined,2,Bottom,1,0,0,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.85813,-1.706081,4.801504,1926.239792,113.076475,9:45,5.11697,-1.87578,4.71683,-31.39269,9.77024,-19.50084,0.87565,1.06649,76.97507,-7.42295,1.388683,0.461769,,,,,,,,,,,,11.02438,5.71614,1.408,50,4.9164,-9.39422,-122.50786,-4.85919,16.61749,26.0456,-23.55785,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,80aa4400-45b6-11ed-990a-975020632eee,81.62621,,,7.88307,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:35:08.45,2022-10-06T16:35:08.4533070-04:00,2022-10-06T20:35:08.4533070Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,658f5d3b-61ee-4d79-9cd5-37bb969752da,55.78242,-123.73112,13.0228,5.11864,-3.75278,-11.77893,1.86754,-10.17468,8.30874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,2022-10-06,16:35:35.17,4,2,"Feffer, Jake",1000075477,Left,WM_TRI,"Zimmerman, Aidan",1000187568,Left,WM_TRI,Undefined,2,Bottom,1,1,0,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.98444,1.456391,2.52056,1884.875203,115.318569,9:45,5.26147,-1.83711,4.56996,-31.50073,10.66359,-19.39233,4.02391,-1.0531,75.71093,-4.309694,-0.871781,0.467352,,,,,,,,,,,,10.13256,5.18111,1.59486,50,5.38397,-4.4243,-121.46134,1.88471,14.97957,26.09743,-24.51453,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,9092fd30-45b6-11ed-990a-975020632eee,80.65113,,,8.27351,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:35:35.17,2022-10-06T16:35:35.1780174-04:00,2022-10-06T20:35:35.1780174Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,def1b020-7486-4d34-aebb-a8a1bf405589,55.92661,-122.72814,13.04872,5.2636,3.07467,-12.25727,1.82727,-5.15142,7.48978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2022-10-06,16:35:56.12,4,3,"Feffer, Jake",1000075477,Left,WM_TRI,"Zimmerman, Aidan",1000187568,Left,WM_TRI,Undefined,2,Bottom,1,2,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.64658,-0.058227,3.33794,1579.523525,113.783717,9:45,5.20853,-1.94768,4.6716,-38.67199,8.06083,-14.51564,1.93047,0.01663,72.14561,-7.089984,0.794285,0.49202,,,,,,,,,,,,8.08083,4.46103,1.62116,50,5.16824,-6.07393,-115.16122,-1.53744,10.7402,23.44233,-26.24492,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,9d251150-45b6-11ed-990a-975020632eee,76.6076,,,7.50097,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:35:56.12,2022-10-06T16:35:56.1294670-04:00,2022-10-06T20:35:56.1294670Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,f51e68bf-83f2-4129-b445-705ecb921bcb,55.82513,-116.34095,11.72117,5.21238,-0.21667,-13.12246,1.94043,-6.61443,5.3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2022-10-06,16:36:14.56,4,4,"Feffer, Jake",1000075477,Left,WM_TRI,"Zimmerman, Aidan",1000187568,Left,WM_TRI,Undefined,2,Bottom,1,2,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.41822,2.154887,2.675019,2156.355069,264.091047,2:45,5.2153,-1.84526,4.17029,-51.61019,2.71335,8.84044,2.98324,1.45743,67.82159,-7.081455,4.20799,0.530476,,,,,,,,,,,,-3.42941,1.24236,1.53924,50,5.40002,-5.4081,-107.56418,2.12669,-3.99559,19.62398,-30.72659,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,a81a6560-45b6-11ed-990a-975020632eee,71.05404,,,6.59663,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:36:14.56,2022-10-06T16:36:14.5620302-04:00,2022-10-06T20:36:14.5620302Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,ef8f5a40-96b3-4859-9cc4-a648145db181,56.32703,-108.71235,9.81199,5.223,3.92447,-15.36329,1.84882,-5.17432,-1.9978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,2022-10-06,16:36:32.56,4,5,"Feffer, Jake",1000075477,Left,WM_TRI,"Zimmerman, Aidan",1000187568,Left,WM_TRI,Undefined,2,Bottom,1,3,1,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Sacrifice,1,1,,80.02076,-0.394294,3.467884,1631.716791,111.51128,9:45,5.19849,-1.94785,4.73631,-38.49927,7.54087,-15.09276,1.61548,0.0883,72.76638,-7.386444,0.819784,0.48836,87.2568,26.881088,10.768574,3209.265633,108.47046,49.34006,18.27917,317.79197,313.98176,7.530289,4.453748,8.50008,4.24484,1.61253,50,5.12489,-6.37051,-115.77886,-2.20136,11.44731,23.19864,-26.45739,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,b2d54880-45b6-11ed-990a-975020632eee,77.18174,62.92581,,7.25438,,,,2.28437,1.74445,-0.07685,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:36:32.56,2022-10-06T16:36:32.5643598-04:00,2022-10-06T20:36:32.5643598Z,LineDrive,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,2db836fa-817b-4f68-9529-f2388fb4624a,55.76339,-116.92797,11.59932,5.20147,-0.89084,-13.2287,1.94212,-6.93753,5.72366,171.886556,2.28427,112.14079,-20.46783,4.8861,-1.0744,0.24847,-0.05206,0.00702,-0.0004,1.74569,57.83464,-13.97882,-0.19848,0.42637,-0.22255,0.0628,-0.00886,0.00049,-0.07693,21.32983,-5.68783,1.31346,-0.28861,0.06946,-0.01522,0.0021,-0.00012,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
83,2022-10-06,16:37:08.50,5,1,"Feffer, Jake",1000075477,Left,WM_TRI,"Grossman, Jacob",1000091123,Right,WM_TRI,Undefined,2,Bottom,2,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.18351,-0.113414,3.816354,1582.261964,104.311768,9:30,5.24845,-1.91591,4.63565,-39.89498,6.05638,-17.62359,1.81584,0.24797,73.02794,-7.332824,0.731391,0.487889,,,,,,,,,,,,9.70461,3.45445,1.54137,50,5.20063,-6.95776,-115.97837,-1.72538,13.15391,22.67575,-27.49179,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,c838bf40-45b6-11ed-990a-975020632eee,77.25626,,,7.15556,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:37:08.50,2022-10-06T16:37:08.5020494-04:00,2022-10-06T20:37:08.5020494Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,fa61b2c8-2681-4fa6-a61d-7a412691c1e5,55.86336,-117.11915,11.33787,5.25264,-0.34232,-13.74589,1.90805,-7.61951,6.57696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,2022-10-06,16:37:21.24,5,2,"Feffer, Jake",1000075477,Left,WM_TRI,"Grossman, Jacob",1000091123,Right,WM_TRI,Undefined,2,Bottom,2,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.90125,-1.040488,3.343473,1590.50785,94.698757,9:15,5.11343,-2.13812,4.27624,-43.80191,3.31673,-19.98387,0.46603,-0.60113,72.64552,-8.888227,-0.139039,0.494047,,,,,,,,,,,,10.73579,2.35906,1.79621,50,4.95545,-5.85179,-115.50037,-3.81444,14.34517,23.69019,-29.02187,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,cfdd88c0-45b6-11ed-990a-975020632eee,76.29329,,,7.25573,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:37:21.24,2022-10-06T16:37:21.2465486-04:00,2022-10-06T20:37:21.2465486Z,,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,86c5ff66-8216-4e46-9811-d1142357573a,56.22396,-116.76999,11.8451,5.1182,-2.25909,-14.51094,2.13043,-6.62059,7.17259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2022-10-06,16:37:37.28,5,3,"Feffer, Jake",1000075477,Left,WM_TRI,"Grossman, Jacob",1000091123,Right,WM_TRI,Undefined,2,Bottom,2,1,1,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,80.72238,0.404572,2.841598,2113.078965,124.141339,10:15,5.10091,-2.04174,4.57924,-36.43002,8.61209,-10.61182,2.45047,-0.22032,73.94292,-6.19107,0.985068,0.483037,82.28551,42.59714,2.769123,,108.75987,84.01909,16.46902,273.06968,271.33827,12.910171,5.047092,5.99855,4.4776,1.75817,50,5.10911,-5.34387,-116.95483,-0.53683,8.325,21.64677,-25.95986,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,d96da780-45b6-11ed-990a-975020632eee,78.03213,92.94395,,6.77946,,,,1.84776,2.52794,0.21167,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:37:37.28,2022-10-06T16:37:37.2890446-04:00,2022-10-06T20:37:37.2890446Z,FlyBall,v3,471493,471493,,"Goranson, Nathan",1000123432,Right,WM_TRI,7020317c-e2af-4e74-b651-d056b0f610ed,55.92124,-118.04568,10.82338,5.1032,0.77137,-12.97993,2.03804,-5.76339,4.1625,208.045209,1.84906,88.69382,-20.3901,5.57638,-0.91787,0.00902,0.03283,-0.00604,0.00035,2.52091,81.83128,-21.77707,2.23173,-0.69615,0.23319,-0.04515,0.00423,-0.00016,0.21212,4.28996,6.39412,-2.45275,0.59568,-0.08022,0.0006,0.00117,-0.0001,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
86,2022-10-06,16:40:34.54,1,1,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,0,0,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,69.81994,2.06008,0.011863,2040.555321,325.109216,4:45,5.08584,-0.80785,4.71191,-70.31752,-10.31024,8.49973,1.1821,-0.08828,64.42393,-10.523475,1.508249,0.557537,,,,,,,,,,,,-4.18386,-5.15859,0.79853,50,5.23063,-0.33926,-101.28548,1.28368,-4.33441,16.96315,-37.51824,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,43153b30-45b7-11ed-990a-975020632eee,67.60532,,,5.39601,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:40:34.54,2022-10-06T16:40:34.5426766-04:00,2022-10-06T20:40:34.5426766Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,4638728d-16e1-41f0-8fa7-0b02de4cfa47,55.79201,-102.25091,8.48158,5.09681,3.41898,-18.75912,0.81082,-0.09257,-2.1672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2022-10-06,16:40:48.34,1,2,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.42486,0.570087,-0.19378,1474.025674,136.21466,10:30,5.2947,-0.82405,4.90066,-33.97553,12.20658,-10.2356,3.00262,-1.86029,72.33044,-5.660077,-1.997363,0.489112,,,,,,,,,,,,4.98772,6.30701,0.85206,50,5.32257,0.82436,-115.14066,-0.03305,6.66399,22.32567,-23.74738,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,4b56e0f0-45b7-11ed-990a-975020632eee,77.06298,,,7.09443,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:40:48.34,2022-10-06T16:40:48.3418446-04:00,2022-10-06T20:40:48.3418446Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,68efb788-23e3-484e-a2ce-858cbc0cdae8,55.59685,-116.22081,11.16284,5.29638,1.1159,-11.87369,0.81997,0.50194,3.33199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2022-10-06,16:41:06.63,1,3,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,71.49616,3.156488,-1.149744,2223.042066,316.796926,4:30,5.0393,-0.86457,4.87172,-68.68488,-11.69434,12.66997,2.30618,-0.89689,65.63784,-9.1939,1.08371,0.543341,,,,,,,,,,,,-6.56398,-6.12103,0.96631,50,5.2913,1.59404,-103.64072,3.37873,-7.12057,17.75049,-38.8141,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,56329280-45b7-11ed-990a-975020632eee,69.37154,,,5.85832,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:41:06.63,2022-10-06T16:41:06.6329422-04:00,2022-10-06T20:41:06.6329422Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,6d7bf108-2089-42a3-ae64-2d556d08bf3e,55.63241,-104.60093,8.87524,5.05174,5.47838,-19.40705,0.86966,1.97922,-3.56029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,2022-10-06,16:41:22.46,1,4,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,84.687,0.69863,0.769388,2083.988642,150.9741,11:00,5.60805,-0.29407,5.19491,-23.0234,17.47505,-8.89906,4.3467,-0.31188,76.28681,-3.627674,-0.806772,0.458027,,,,,,,,,,,,4.64414,8.88886,0.22964,50,5.65612,-1.24826,-122.6799,0.74717,6.98829,27.13197,-18.79855,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,5fa69dc0-45b7-11ed-990a-975020632eee,82.29313,,,8.40019,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:41:22.46,2022-10-06T16:41:22.4649038-04:00,2022-10-06T20:41:22.4649038Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,70bf1886-d2f4-46a9-8cd4-98b936810194,55.30019,-123.84654,13.56598,5.60661,1.55548,-9.39927,0.28978,-1.54875,3.49414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2022-10-06,16:41:41.69,1,5,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,2,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.60997,0.80916,-0.917859,2104.943782,149.837039,11:00,5.61779,-0.31074,4.70455,-22.42907,19.20111,-10.25123,4.51692,-2.03634,75.71093,-3.396138,-2.715992,0.464382,,,,,,,,,,,,4.66173,9.54075,0.41334,50,5.68101,2.44682,-122.34252,0.9663,6.92996,28.45375,-17.99109,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,6b1f2b90-45b7-11ed-990a-975020632eee,81.16686,,,8.89904,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:41:41.69,2022-10-06T16:41:41.6995150-04:00,2022-10-06T20:41:41.6995150Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,8fe6327f-3d88-4bd6-a68b-118bf464328f,55.78871,-123.6815,14.22688,5.61561,1.81292,-8.99555,0.30587,2.12071,3.46498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2022-10-06,16:41:58.71,1,6,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,3,2,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,71.12938,3.746532,-1.303791,2128.803287,317.423026,4:30,5.06988,-0.70517,4.85266,-70.28984,-12.10194,12.9552,2.76497,-0.85999,64.65912,-8.920937,0.977725,0.549019,,,,,,,,,,,,-6.81626,-6.64587,0.82196,50,5.37937,1.85148,-102.94022,4.37682,-7.22897,18.94281,-39.22232,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,754d8620-45b7-11ed-990a-975020632eee,68.65411,,,6.47027,,,,,,,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:41:58.71,2022-10-06T16:41:58.7196238-04:00,2022-10-06T20:41:58.7196238Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,baab208b-fbb8-43fb-b9d4-8e4e36e5922f,55.65088,-103.97488,9.4714,5.0818,6.51915,-19.61116,0.71005,2.24633,-3.61449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2022-10-06,16:42:20.63,1,7,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,3,2,Fastball,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,86.00528,-0.919904,0.239372,1952.539385,165.091847,11:30,5.58279,-0.07476,5.28986,-19.17241,19.90387,-4.9291,3.12122,-0.26074,77.66386,-4.551336,-0.635437,0.449913,67.23777,58.452144,125.903887,3821.617323,,,,,50.05063,,,2.55402,10.66603,0.05677,50,5.48577,-0.30544,-124.66289,-2.59928,3.96909,27.97596,-15.5984,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,8244ebc0-45b7-11ed-990a-975020632eee,83.77726,56.87299,,8.34142,,,,1.97712,3.00958,0.47271,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:42:20.63,2022-10-06T16:42:20.6347086-04:00,2022-10-06T20:42:20.6347086Z,,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,453da863-cf93-4aa6-bf4c-6ca0e4d01291,55.20773,-125.82615,13.98798,5.58036,-1.95069,-7.7992,0.0729,-0.47047,1.98454,,1.97712,-30.25762,-7.18878,4.0264,-1.29495,0.35097,-0.07183,0.00452,0.00189,3.00958,84.04024,-33.85168,5.35812,-1.0597,0.11832,0.06696,-0.06086,0.01635,0.47271,41.79328,-1.90456,-0.83893,0.44107,-0.17048,0.06731,-0.02505,0.00484,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
93,2022-10-06,16:42:36.63,1,8,"Lottchea, Nicholas",1000129645,Left,WM_TRI,"Kinsey, Nate",1000072786,Right,WM_TRI,Undefined,3,Top,0,3,2,Slider,Curveball,InPlay,Undefined,LineDrive,Out,1,0,,72.88243,3.351959,-1.072974,2163.949453,308.367035,4:15,5.11167,-0.56294,4.82165,-63.91685,-8.19059,12.87654,2.96435,-0.50631,65.85609,-8.200427,1.19321,0.537281,87.03584,11.767953,15.046943,2210.889564,104.49142,13.31415,34.37259,184.84814,149.11503,20.699086,1.78572,-6.71599,-4.63894,0.65745,50,5.38908,1.47158,-105.43123,3.98014,-7.4343,20.69311,-37.30912,WM_TRI,WM_TRI,PlumeriPark,TeamExclusive,Team,20221006-PlumeriPark-Private-1,8beb78b0-45b7-11ed-990a-975020632eee,70.15409,13.6826,,7.02635,,,,2.27691,3.10512,0.49706,1b977687-f2c8-4152-9997-3a9a8c1c805d,2022-10-06,20:42:36.63,2022-10-06T16:42:36.6354254-04:00,2022-10-06T20:42:36.6354254Z,LineDrive,v3,471493,471493,,"Ducker, Gavin",1000151843,Right,WM_TRI,09fbcf34-f631-4402-a82b-bb1ddd7539b3,55.67988,-106.5402,10.34656,5.12221,5.97957,-18.65456,0.56791,1.86999,-3.71715,241.34414,2.27691,120.6846,-20.83065,5.34906,-1.20121,0.25052,-0.05134,0.00878,-0.0008,3.10512,26.03447,-16.32536,0.26396,0.19432,-0.0898,0.02544,-0.00429,0.00037,0.49706,32.44333,2.18386,0.19485,-0.19993,0.07061,-0.01694,0.00261,-0.00019,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
